env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
resource-gathering-timed-v0,smbts,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
197,0.017792,94,99.9968,0.296801,1,0.0185027,-0.236135,-0.228745
198,0.235069,97,47.7491,0.151934,1,86.0911,-0.238694,-0.228745
199,0.000476942,78,0.172467,0.0167487,1,0.0129045,-0.236163,-0.228745
200,0.0001,94,99.9986,0.30165,1,0.0194203,-0.239698,-0.228745
201,0.499982,79,99.9999,0.303487,1,0.0199961,-0.236494,-0.228745
202,0.49999,74,99.9997,0.179544,1,0.0200832,-0.241508,-0.228745
203,0.499988,85,99.9985,0.246243,1,0.0186864,-0.246357,-0.228745
204,0.499998,70,99.9962,0.184495,1,0.0220758,-0.237727,-0.228745
205,0.499999,76,99.9979,0.258943,1,0.0165483,-0.228665,-0.228665
206,0.499993,82,99.999,0.222946,1,0.01952,-0.244945,-0.228665
207,0.000144588,90,0.0186606,0.499991,1,74.4318,-0.236254,-0.228665

Best eval with params:
eval (mc_estimate_expected_utility) = -0.228665
smbts_search_temp_decay_visits_scale = 0.0165483
smbts_epsilon = 0.258943
smbts_search_temp = 99.9979
smbts_use_search_temp_decay = 1
sm_split_visit_thresh = 76
sm_l_inf_thresh = 0.499999
